"ORDERLINEID","ORDERID","ITEMID","DESCRIPTION","QUANTITY","UNITPRICE","TAXRATE","PICKEDQUANTITY","PICKINGCOMPLETEDWHEN"
15978,4998,127,"Plush shark slippers (Gray) M",3,32,15,3,23-07-26
15979,4998,212,"Large  replacement blades 18mm",30,4.3,15,30,23-07-26
15980,4998,170,"20 mm Anti static bubble wrap (Blue) 50m",90,102,15,90,23-07-26
15981,4999,3,"Office cube periscope (Black)",40,18.5,15,40,23-10-15
15982,4999,142,"Halloween zombie mask (Light Brown) S",120,18,15,120,23-10-15
15983,4999,107,"Superhero action jacket (Blue) 3XS",5,25,15,5,23-10-15
15984,4999,146,"Halloween skull mask (Gray) S",72,18,15,72,23-10-15
15985,5000,202,"Red and white urgent  heavy despatch tape  48mmx100m",144,4.1,15,144,23-02-20
15986,5000,208,"Permanent marker red 5mm nib (Red) 5mm",24,2.7,15,24,23-02-20
15987,5000,192,"Black and orange fragile despatch tape 48mmx100m",324,4.1,15,324,23-02-20
15988,5000,158,"10 mm Double sided bubble wrap 50m",50,105,15,50,23-02-20
15989,5000,147,"Halloween skull mask (Gray) M",48,18,15,48,23-02-20
15990,5001,169,"20 mm Anti static bubble wrap (Blue) 20m",40,45,15,40,24-07-18
15991,5001,90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",48,18,15,48,24-07-18
15992,5010,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",108,18,15,0,
15993,5002,113,"Superhero action jacket (Blue) XL",2,30,15,2,24-03-15
15994,5002,160,"20 mm Double sided bubble wrap 20m",20,33,15,20,24-03-15
15995,5002,108,"Superhero action jacket (Blue) XXS",7,25,15,7,24-03-15
15996,5002,141,"Furry animal socks (Pink) XL",72,5,15,72,24-03-15
15997,5003,121,"Dinosaur battery-powered slippers (Green) XL",8,32,15,8,23-01-29
15998,5003,210,"Packing knife with metal insert blade (Yellow) 18mm",50,2.4,15,50,23-01-29
15999,5004,4,"USB food flash drive - sushi roll",10,32,15,10,24-02-04
16000,5004,97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",96,18,15,96,24-02-04
16001,5004,190,"Clear packaging tape 48mmx100m",60,3.5,15,60,24-02-04
16002,5004,124,"Ogre battery-powered slippers (Green) L",3,32,15,3,24-02-04
16003,5004,137,"Animal with big feet slippers (Brown) XL",4,32,15,4,24-02-04
16004,5012,154,"Medium sized bubblewrap roll 20m",70,20,15,70,23-06-23
16005,5012,153,"Small sized bubblewrap roll 10m",60,4.5,15,60,23-06-23
16006,5012,185,"Shipping carton (Brown) 356x356x279mm",225,2.04,15,225,23-06-23
16007,5013,71,"Ride on toy sedan car (Yellow) 1/12 scale",6,230,15,6,23-01-15
16008,5013,92,"""The Gu"" red shirt XML tag t-shirt (Black) S",24,18,15,24,23-01-15
16009,5013,129,"Plush shark slippers (Gray) XL",1,32,15,1,23-01-15
16010,5013,53,"IT joke mug - keyboard not found … press F1 to continue (Black)",4,13,15,4,23-01-15
16011,5013,43,"Developer joke mug - understanding recursion requires understanding recursion (Black)",9,13,15,9,23-01-15
16012,5014,99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",12,18,15,12,24-07-08
16013,5014,208,"Permanent marker red 5mm nib (Red) 5mm",84,2.7,15,84,24-07-08
16014,5014,183,"Shipping carton (Brown) 480x270x320mm",75,2.74,15,75,24-07-08
16015,5015,165,"10 mm Anti static bubble wrap (Blue) 10m",100,26,15,100,23-09-19
16016,5015,151,"Pack of 12 action figures (male)",10,16,15,10,23-09-19
16017,5015,92,"""The Gu"" red shirt XML tag t-shirt (Black) S",60,18,15,60,23-09-19
16018,5015,61,"RC toy sedan car with remote control (Green) 1/50 scale",7,25,15,7,23-09-19
16019,5015,145,"Halloween zombie mask (Light Brown) XL",48,18,15,48,23-09-19
16020,5016,163,"32 mm Double sided bubble wrap 20m",100,37,15,100,24-09-28
16021,5016,74,"Ride on vintage American toy coupe (Black) 1/12 scale",7,285,15,7,24-09-28
16022,5016,55,"IT joke mug - that behavior is by design (Black)",9,13,15,9,24-09-28
16023,5016,57,"IT joke mug - hardware: part of the computer that can be kicked (Black)",1,13,15,1,24-09-28
16024,5016,105,"Alien officer hoodie (Black) 4XL",3,35,15,3,24-09-28
16025,5017,50,"Developer joke mug - old C developers never die (White)",2,13,15,2,24-10-20
16896,5292,153,"Small sized bubblewrap roll 10m",100,4.5,15,100,23-12-02
16897,5293,69,"Ride on toy sedan car (Blue) 1/12 scale",3,230,15,3,24-10-19
16898,5293,37,"Developer joke mug - when your hammer is C++ (Black)",10,13,15,10,24-10-19
16899,5294,178,"Shipping carton (Brown) 500x310x310mm",175,2.55,15,175,24-06-24
16900,5294,170,"20 mm Anti static bubble wrap (Blue) 50m",30,102,15,30,24-06-24
16901,5294,16,"DBA joke mug - mind if I join you? (White)",8,13,15,8,24-06-24
16902,5294,3,"Office cube periscope (Black)",80,18.5,15,80,24-06-24
16903,5295,140,"Furry animal socks (Pink) L",120,5,15,120,24-04-16
16904,5295,149,"Halloween skull mask (Gray) XL",84,18,15,84,24-04-16
16905,5295,21,"DBA joke mug - you might be a DBA if (Black)",6,13,15,6,24-04-16
16906,5295,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",60,18,15,60,24-04-16
16907,5295,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",84,18,15,84,24-04-16
16908,5296,170,"20 mm Anti static bubble wrap (Blue) 50m",100,102,15,100,24-11-19
16909,5296,103,"Alien officer hoodie (Black) XXL",8,35,15,8,24-11-19
16910,5296,34,"Developer joke mug - fun was unexpected at this time (White)",3,13,15,3,24-11-19
16911,5297,140,"Furry animal socks (Pink) L",24,5,15,24,24-10-29
16912,5297,181,"Shipping carton (Brown) 356x229x229mm",75,1.14,15,75,24-10-29
16913,5297,27,"DBA joke mug - SELECT caffeine FROM mug (Black)",1,13,15,1,24-10-29
16914,5298,53,"IT joke mug - keyboard not found … press F1 to continue (Black)",6,13,15,6,24-08-18
16915,5298,65,"RC vintage American toy coupe with remote control (Black) 1/50 scale",1,30,15,1,24-08-18
16916,5299,134,"Animal with big feet slippers (Brown) S",7,32,15,7,23-07-02
16917,5299,63,"RC toy sedan car with remote control (Pink) 1/50 scale",9,25,15,9,23-07-02
16918,5299,141,"Furry animal socks (Pink) XL",84,5,15,84,23-07-02
16919,5299,178,"Shipping carton (Brown) 500x310x310mm",25,2.55,15,25,23-07-02
16920,5299,30,"Developer joke mug - Oct 31 = Dec 25 (White)",3,13,15,3,23-07-02
16921,5300,28,"DBA joke mug - two types of DBAs (White)",2,13,15,2,24-10-26
16922,5300,145,"Halloween zombie mask (Light Brown) XL",12,18,15,12,24-10-26
16923,5300,4,"USB food flash drive - sushi roll",4,32,15,4,24-10-26
16924,5300,64,"RC vintage American toy coupe with remote control (Red) 1/50 scale",8,30,15,8,24-10-26
16925,5300,74,"Ride on vintage American toy coupe (Black) 1/12 scale",3,285,15,3,24-10-26
16926,5301,11,"USB food flash drive - cookie",7,32,15,7,23-07-26
16927,5301,135,"Animal with big feet slippers (Brown) M",5,32,15,5,23-07-26
16928,5301,108,"Superhero action jacket (Blue) XXS",8,25,15,8,23-07-26
16929,5302,42,"Developer joke mug - understanding recursion requires understanding recursion (White)",10,13,15,10,24-11-14
16930,5302,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",60,18,15,60,24-11-14
16931,5302,145,"Halloween zombie mask (Light Brown) XL",96,18,15,96,24-11-14
16932,5303,47,"Developer joke mug - a foo walks into a bar (Black)",7,13,15,7,24-06-13
16933,5303,143,"Halloween zombie mask (Light Brown) M",48,18,15,48,24-06-13
16934,5303,130,"Furry gorilla with big eyes slippers (Black) S",7,32,15,7,24-06-13
16935,5303,14,"USB food flash drive - fortune cookie",5,32,15,5,24-06-13
16936,5303,107,"Superhero action jacket (Blue) 3XS",2,25,15,2,24-06-13
16937,5304,140,"Furry animal socks (Pink) L",24,5,15,24,23-09-05
16938,5304,182,"Shipping carton (Brown) 457x279x279mm",175,1.28,15,175,23-09-05
16939,5304,6,"USB food flash drive - hot dog",5,32,15,5,23-09-05
16940,5305,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",12,18,15,12,23-10-04
16941,5305,184,"Shipping carton (Brown) 305x305x305mm",25,3.5,15,25,23-10-04
16942,5305,182,"Shipping carton (Brown) 457x279x279mm",100,1.28,15,100,23-10-04
16943,5305,147,"Halloween skull mask (Gray) M",120,18,15,120,23-10-04
16944,5305,60,"RC toy sedan car with remote control (Blue) 1/50 scale",8,25,15,8,23-10-04
16945,5306,214,"Air cushion film 200mmx200mm 325m",9,90,15,9,23-01-05
16946,5306,152,"Pack of 12 action figures (female)",3,16,15,3,23-01-05
16947,5306,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",36,18,15,36,23-01-05
16948,5306,96,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",120,18,15,120,23-01-05
16949,5306,194,"Black and orange glass with care despatch tape  48mmx100m",48,4.1,15,48,23-01-05
16950,5307,159,"20 mm Double sided bubble wrap 10m",30,18,15,30,24-02-27
16951,5307,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",12,18,15,12,24-02-27
16952,5307,196,"Black and orange handle with care despatch tape  48mmx100m",48,4.1,15,48,24-02-27
16953,5307,211,"Small 9mm replacement blades 9mm",70,4.1,15,70,24-02-27
16954,5307,171,"32 mm Anti static bubble wrap (Blue) 10m",10,32,15,10,24-02-27
18270,5730,35,"Developer joke mug - fun was unexpected at this time (Black)",10,13,15,10,24-10-25
18271,5731,39,"Developer joke mug - inheritance is the OO way to become wealthy (Black)",6,13,15,6,24-05-30
18272,5731,76,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",84,18,15,84,24-05-30
18273,5731,29,"DBA joke mug - two types of DBAs (Black)",2,13,15,2,24-05-30
18274,5731,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",96,18,15,96,24-05-30
18275,5732,24,"DBA joke mug - I will get you in order (White)",1,13,15,1,23-09-25
18276,5732,67,"Ride on toy sedan car (Black) 1/12 scale",1,230,15,1,23-09-25
18277,5732,177,"Shipping carton (Brown) 413x285x187mm",250,1.05,15,250,23-09-25
18278,5732,38,"Developer joke mug - inheritance is the OO way to become wealthy (White)",8,13,15,8,23-09-25
18279,5733,82,"""The Gu"" red shirt XML tag t-shirt (White) XL",96,18,15,96,23-08-26
18280,5765,77,"""The Gu"" red shirt XML tag t-shirt (White) XXS",96,18,15,0,
18281,5733,206,"Permanent marker black 5mm nib (Black) 5mm",24,2.7,15,24,23-08-26
18282,5733,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",84,18,15,84,23-08-26
18283,5733,92,"""The Gu"" red shirt XML tag t-shirt (Black) S",96,18,15,96,23-08-26
18284,5734,69,"Ride on toy sedan car (Blue) 1/12 scale",8,230,15,8,24-03-09
18285,5734,32,"Developer joke mug - that's a hardware problem (White)",9,13,15,9,24-03-09
18286,5734,198,"Black and orange this way up despatch tape  48mmx100m",192,4.1,15,192,24-03-09
18287,5735,31,"Developer joke mug - Oct 31 = Dec 25 (Black)",9,13,15,9,23-07-11
18288,5766,204,"Tape dispenser (Red)",40,32,15,40,24-09-05
18289,5735,59,"RC toy sedan car with remote control (Red) 1/50 scale",9,25,15,9,23-07-11
18290,5736,44,"Developer joke mug - there are 10 types of people in the world (White)",2,13,15,2,24-02-24
18291,5736,199,"Black and yellow heavy despatch tape  48mmx75m",72,3.7,15,72,24-02-24
18292,5736,59,"RC toy sedan car with remote control (Red) 1/50 scale",1,25,15,1,24-02-24
18293,5737,74,"Ride on vintage American toy coupe (Black) 1/12 scale",4,285,15,4,23-02-01
18294,5737,135,"Animal with big feet slippers (Brown) M",4,32,15,4,23-02-01
18295,5737,18,"DBA joke mug - daaaaaa-ta (White)",10,13,15,10,23-02-01
18296,5737,190,"Clear packaging tape 48mmx100m",80,3.5,15,80,23-02-01
18297,5738,176,"Bubblewrap dispenser (Red) 1.5m",3,240,15,3,24-07-16
18298,5738,36,"Developer joke mug - when your hammer is C++ (White)",2,13,15,2,24-07-16
18299,5738,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",36,18,15,36,24-07-16
18300,5738,31,"Developer joke mug - Oct 31 = Dec 25 (Black)",5,13,15,5,24-07-16
18301,5738,158,"10 mm Double sided bubble wrap 50m",30,105,15,30,24-07-16
18302,5739,205,"Tape dispenser (Blue)",10,32,15,10,24-03-26
18303,5739,164,"32 mm Double sided bubble wrap 50m",20,112,15,20,24-03-26
18304,5740,124,"Ogre battery-powered slippers (Green) L",9,32,15,9,24-04-07
18305,5740,187,"Express post box 5kg (White) 350x280x130mm",225,0.95,15,225,24-04-07
18306,5741,129,"Plush shark slippers (Gray) XL",1,32,15,1,24-04-09
18307,5741,72,"Ride on toy sedan car (Pink) 1/12 scale",6,230,15,6,24-04-09
18308,5741,107,"Superhero action jacket (Blue) 3XS",6,25,15,6,24-04-09
18309,5767,80,"""The Gu"" red shirt XML tag t-shirt (White) M",108,18,15,108,23-02-07
18310,5742,58,"RC toy sedan car with remote control (Black) 1/50 scale",2,25,15,2,24-01-16
18311,5742,172,"32 mm Anti static bubble wrap (Blue) 20m",20,48,15,20,24-01-16
18312,5742,173,"32 mm Anti static bubble wrap (Blue) 50m",50,105,15,50,24-01-16
18313,5743,3,"Office cube periscope (Black)",60,18.5,15,60,23-06-22
18314,5743,174,"Bubblewrap dispenser (Black) 1.5m",10,240,15,10,23-06-22
18315,5743,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",36,18,15,36,23-06-22
18316,5744,71,"Ride on toy sedan car (Yellow) 1/12 scale",5,230,15,5,23-08-06
18317,5744,30,"Developer joke mug - Oct 31 = Dec 25 (White)",3,13,15,3,23-08-06
18318,5744,11,"USB food flash drive - cookie",1,32,15,1,23-08-06
18319,5744,184,"Shipping carton (Brown) 305x305x305mm",75,3.5,15,75,23-08-06
18320,5744,172,"32 mm Anti static bubble wrap (Blue) 20m",30,48,15,30,23-08-06
18321,5745,97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",24,18,15,24,23-01-09
18322,5745,12,"USB food flash drive - donut",1,32,15,1,23-01-09
18323,5745,27,"DBA joke mug - SELECT caffeine FROM mug (Black)",4,13,15,4,23-01-09
18324,5745,105,"Alien officer hoodie (Black) 4XL",8,35,15,8,23-01-09
18325,5746,185,"Shipping carton (Brown) 356x356x279mm",250,2.04,15,250,23-08-20
18326,5746,182,"Shipping carton (Brown) 457x279x279mm",125,1.28,15,125,23-08-20
18327,5746,5,"USB food flash drive - hamburger",6,32,15,6,23-08-20
15036,4690,209,"Packing knife with metal insert blade (Yellow) 9mm",10,1.89,15,10,23-05-10
15037,4690,5,"USB food flash drive - hamburger",6,32,15,6,23-05-10
15038,4691,103,"Alien officer hoodie (Black) XXL",8,35,15,8,24-10-18
15039,4691,34,"Developer joke mug - fun was unexpected at this time (White)",3,13,15,3,24-10-18
15040,4692,10,"USB food flash drive - chocolate bar",10,32,15,10,24-04-28
15041,4692,97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",60,18,15,60,24-04-28
15042,4693,72,"Ride on toy sedan car (Pink) 1/12 scale",3,230,15,3,23-02-22
15043,4693,6,"USB food flash drive - hot dog",6,32,15,6,23-02-22
15044,4694,81,"""The Gu"" red shirt XML tag t-shirt (White) L",72,18,15,72,24-06-10
15045,4694,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",24,18,15,24,24-06-10
15046,4695,163,"32 mm Double sided bubble wrap 20m",60,37,15,60,24-12-21
15047,4695,31,"Developer joke mug - Oct 31 = Dec 25 (Black)",6,13,15,6,24-12-21
15048,4706,95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",60,18,15,60,23-08-02
15049,4696,157,"10 mm Double sided bubble wrap 20m",20,30,15,20,23-05-29
15050,4696,212,"Large  replacement blades 18mm",100,4.3,15,100,23-05-29
15051,4697,2,"USB rocket launcher (Gray)",6,25,15,6,23-12-03
15052,4697,150,"Pack of 12 action figures (variety)",5,16,15,5,23-12-03
15053,4698,40,"Developer joke mug - (hip, hip, array) (White)",2,13,15,2,24-04-09
15054,4698,19,"DBA joke mug - daaaaaa-ta (Black)",7,13,15,7,24-04-09
15055,4698,168,"20 mm Anti static bubble wrap (Blue) 10m",40,29,15,40,24-04-09
15056,4698,203,"Tape dispenser (Black)",50,32,15,50,24-04-09
15057,4698,48,"Developer joke mug - this code was generated by a tool (White)",4,13,15,4,24-04-09
15058,4699,198,"Black and orange this way up despatch tape  48mmx100m",96,4.1,15,96,24-03-06
15059,4699,61,"RC toy sedan car with remote control (Green) 1/50 scale",4,25,15,4,24-03-06
15060,4699,186,"Shipping carton (Brown) 457x457x457mm",100,2.1,15,100,24-03-06
15061,4699,200,"Black and yellow heavy despatch tape 48mmx100m",72,4.1,15,72,24-03-06
15062,4707,161,"20 mm Double sided bubble wrap 50m",100,108,15,100,24-04-26
15063,4707,212,"Large  replacement blades 18mm",100,4.3,15,100,24-04-26
15064,4707,69,"Ride on toy sedan car (Blue) 1/12 scale",9,230,15,9,24-04-26
15065,4707,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",24,18,15,24,24-04-26
15066,4708,160,"20 mm Double sided bubble wrap 20m",80,33,15,80,23-11-04
15067,4708,102,"Alien officer hoodie (Black) XL",7,35,15,7,23-11-04
15068,4708,199,"Black and yellow heavy despatch tape  48mmx75m",240,3.7,15,240,23-11-04
15069,4709,213,"Air cushion film 200mmx100mm 325m",6,87,15,6,24-01-07
15070,4709,16,"DBA joke mug - mind if I join you? (White)",9,13,15,9,24-01-07
15071,4710,161,"20 mm Double sided bubble wrap 50m",90,108,15,90,24-05-25
15072,4710,94,"""The Gu"" red shirt XML tag t-shirt (Black) L",60,18,15,60,24-05-25
15073,4711,120,"Dinosaur battery-powered slippers (Green) L",7,32,15,7,24-02-16
15074,4711,59,"RC toy sedan car with remote control (Red) 1/50 scale",2,25,15,2,24-02-16
15075,4711,24,"DBA joke mug - I will get you in order (White)",2,13,15,2,24-02-16
15076,4711,116,"Superhero action jacket (Blue) 4XL",1,34,15,1,24-02-16
15077,4711,14,"USB food flash drive - fortune cookie",3,32,15,3,24-02-16
15078,4712,41,"Developer joke mug - (hip, hip, array) (Black)",10,13,15,10,24-08-08
15079,4712,122,"Ogre battery-powered slippers (Green) S",1,32,15,1,24-08-08
15080,4713,123,"Ogre battery-powered slippers (Green) M",3,32,15,3,23-07-09
15081,4713,150,"Pack of 12 action figures (variety)",9,16,15,9,23-07-09
15082,4787,86,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",108,18,15,0,
15083,4713,42,"Developer joke mug - understanding recursion requires understanding recursion (White)",4,13,15,4,23-07-09
15084,4713,33,"Developer joke mug - that's a hardware problem (Black)",6,13,15,6,23-07-09
15085,4714,16,"DBA joke mug - mind if I join you? (White)",5,13,15,5,24-11-02
15086,4714,209,"Packing knife with metal insert blade (Yellow) 9mm",40,1.89,15,40,24-11-02
15087,4715,58,"RC toy sedan car with remote control (Black) 1/50 scale",9,25,15,9,23-07-30
15088,4715,124,"Ogre battery-powered slippers (Green) L",9,32,15,9,23-07-30
15089,4715,216,"Void fill 100 L bag (White) 100L",20,12.5,15,20,23-07-30
15090,4716,195,"Black and orange handle with care despatch tape  48mmx75m",144,3.7,15,144,24-04-22
15091,4716,131,"Furry gorilla with big eyes slippers (Black) M",3,32,15,3,24-04-22
15092,4716,27,"DBA joke mug - SELECT caffeine FROM mug (Black)",1,13,15,1,24-04-22
15093,4716,134,"Animal with big feet slippers (Brown) S",7,32,15,7,24-04-22
16026,5017,42,"Developer joke mug - understanding recursion requires understanding recursion (White)",7,13,15,7,24-10-20
16027,5017,162,"32 mm Double sided bubble wrap 10m",40,22,15,40,24-10-20
16028,5018,184,"Shipping carton (Brown) 305x305x305mm",125,3.5,15,125,23-03-30
16029,5018,122,"Ogre battery-powered slippers (Green) S",1,32,15,1,23-03-30
16030,5019,180,"Shipping carton (Brown) 279x254x217mm",150,1.11,15,150,24-09-05
16031,5019,153,"Small sized bubblewrap roll 10m",70,4.5,15,70,24-09-05
16032,5019,22,"DBA joke mug - it depends (White)",1,13,15,1,24-09-05
16033,5020,56,"IT joke mug - hardware: part of the computer that can be kicked (White)",2,13,15,2,23-12-08
16034,5020,92,"""The Gu"" red shirt XML tag t-shirt (Black) S",12,18,15,12,23-12-08
16035,5021,197,"Black and orange this way up despatch tape 48mmx75m",96,3.7,15,96,24-02-29
16036,5021,35,"Developer joke mug - fun was unexpected at this time (Black)",3,13,15,3,24-02-29
16037,5021,175,"Bubblewrap dispenser (Blue) 1.5m",8,240,15,8,24-02-29
16038,5021,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",108,18,15,108,24-02-29
16039,5022,168,"20 mm Anti static bubble wrap (Blue) 10m",30,29,15,30,24-03-17
16040,5022,190,"Clear packaging tape 48mmx100m",40,3.5,15,40,24-03-17
16041,5023,120,"Dinosaur battery-powered slippers (Green) L",8,32,15,8,24-11-01
16042,5023,199,"Black and yellow heavy despatch tape  48mmx75m",192,3.7,15,192,24-11-01
16043,5023,173,"32 mm Anti static bubble wrap (Blue) 50m",100,105,15,100,24-11-01
16044,5023,193,"Black and orange glass with care despatch tape 48mmx75m",48,3.7,15,48,24-11-01
16045,5023,145,"Halloween zombie mask (Light Brown) XL",72,18,15,72,24-11-01
